Time,Theta,Velocity,Error
23.52,1556.17,203.21,-54.1356
23.53,1558.19,202.561,-56.1677
23.54,1560.21,201.909,-58.1933
23.55,1562.22,201.253,-60.2124
23.56,1564.23,200.594,-62.2249
23.57,1566.23,199.931,-64.2308
23.58,1568.22,199.265,-66.2301
23.59,1570.21,198.596,-68.2228
23.6,1572.19,197.923,-70.2088
23.61,1574.16,197.248,-72.188
23.62,1576.13,196.568,-74.1605
23.63,1578.09,195.886,-76.1261
23.64,1580.04,195.201,-78.085
23.65,1581.98,194.512,-80.037
23.66,1583.92,193.82,-81.9821
23.67,1585.85,193.126,-83.9203
23.68,1587.78,192.428,-85.8516
23.69,1589.69,191.727,-87.7759
23.7,1591.6,191.022,-89.6931
23.71,1593.51,190.315,-91.6034
23.72,1595.4,189.605,-93.5065
23.73,1597.29,188.892,-95.4026
23.74,1599.17,188.176,-97.2915
23.75,1601.05,187.458,-99.1733
23.76,1602.92,186.736,-101.048
23.77,1604.78,186.011,-102.915
23.78,1606.63,185.284,-104.775
23.79,1608.47,184.554,-106.628
23.8,1610.31,183.82,-108.474
23.81,1612.14,183.085,-110.312
23.82,1613.97,182.346,-112.143
23.83,1615.78,181.605,-113.966
23.84,1617.59,180.861,-115.782
23.85,1619.39,180.114,-117.591
23.86,1621.19,179.365,-119.392
23.87,1622.97,178.613,-121.186
23.88,1624.75,177.859,-122.972
23.89,1626.52,177.102,-124.75
23.9,1628.28,176.343,-126.521
23.91,1630.04,175.581,-128.285
23.92,1631.79,174.816,-130.041
23.93,1633.53,174.049,-131.789
23.94,1635.26,173.28,-133.529
23.95,1636.99,172.508,-135.262
23.96,1638.7,171.734,-136.987
23.97,1640.41,170.957,-138.704
23.98,1642.12,170.179,-140.414
23.99,1643.81,169.398,-142.116
24,1645.5,168.614,-143.81
24.01,1647.17,167.829,-145.496
24.02,1648.84,167.041,-147.174
24.03,1650.51,166.251,-148.845
24.04,1652.16,165.458,-150.507
24.05,1653.81,164.664,-152.162
24.06,1655.45,163.867,-153.808
24.07,1657.08,163.069,-155.447
24.08,1658.7,162.268,-157.078
24.09,1660.32,161.465,-158.7
24.1,1661.92,160.66,-160.315
24.11,1663.52,159.854,-161.922
24.12,1665.11,159.045,-163.52
24.13,1666.69,158.234,-165.111
24.14,1668.27,157.422,-166.693
24.15,1669.83,156.607,-168.267
24.16,1671.39,155.791,-169.833
24.17,1672.94,154.972,-171.391
24.18,1674.48,154.152,-172.941
24.19,1676.02,153.33,-174.482
24.2,1677.54,152.507,-176.016
24.21,1679.06,151.681,-177.541
24.22,1680.57,150.854,-179.058
24.23,1682.07,150.025,-180.566
24.24,1683.56,149.195,-182.066
24.25,1685.04,148.363,-183.558
24.26,1686.52,147.529,-185.042
24.27,1687.98,146.693,-186.517
24.28,1689.44,145.857,-187.984
24.29,1690.89,145.018,-189.443
24.3,1692.33,144.178,-190.893
24.31,1693.77,143.336,-192.335
24.32,1695.19,142.493,-193.768
24.33,1696.61,141.649,-195.193
24.34,1698.02,140.803,-196.61
24.35,1699.42,139.956,-198.018
24.36,1700.81,139.107,-199.417
24.37,1702.19,138.257,-200.808
24.38,1703.56,137.406,-202.191
24.39,1704.93,136.553,-203.565
24.4,1706.29,135.699,-204.93
24.41,1707.64,134.844,-206.287
24.42,1708.98,133.988,-207.636
24.43,1710.31,133.13,-208.976
24.44,1711.63,132.271,-210.307
24.45,1712.94,131.411,-211.63
24.46,1714.25,130.55,-212.944
24.47,1715.55,129.688,-214.249
24.48,1716.83,128.825,-215.546
24.49,1718.11,127.96,-216.834
24.5,1719.38,127.095,-218.114
24.51,1720.65,126.229,-219.385
24.52,1721.9,125.361,-220.647
24.53,1723.15,124.493,-221.901
24.54,1724.38,123.624,-223.146
24.55,1725.61,122.754,-224.382
24.56,1726.83,121.883,-225.61
24.57,1728.04,121.011,-226.828
24.58,1729.24,120.138,-228.039
24.59,1730.43,119.264,-229.24
24.6,1731.62,118.39,-230.433
24.61,1732.79,117.515,-231.616
24.62,1733.96,116.639,-232.792
24.63,1735.12,115.762,-233.958
24.64,1736.26,114.885,-235.116
24.65,1737.4,114.007,-236.264
24.66,1738.54,113.128,-237.405
24.67,1739.66,112.249,-238.536
24.68,1740.77,111.369,-239.658
24.69,1741.88,110.489,-240.772
24.7,1742.97,109.608,-241.877
24.71,1744.06,108.726,-242.973
24.72,1745.14,107.844,-244.06
24.73,1746.21,106.962,-245.139
24.74,1747.27,106.079,-246.208
24.75,1748.32,105.195,-247.269
24.76,1749.36,104.311,-248.321
24.77,1750.4,103.427,-249.364
24.78,1751.42,102.542,-250.398
24.79,1752.44,101.657,-251.424
24.8,1753.45,100.772,-252.44
24.81,1754.45,99.8866,-253.448
24.82,1755.44,99.0007,-254.447
24.83,1756.42,98.1146,-255.437
24.84,1757.39,97.2282,-256.418
24.85,1758.35,96.3416,-257.39
24.86,1759.31,95.4549,-258.354
24.87,1760.25,94.5679,-259.308
24.88,1761.19,93.6808,-260.254
24.89,1762.12,92.7936,-261.191
24.9,1763.04,91.9063,-262.119
24.91,1763.95,91.019,-263.038
24.92,1764.85,90.1315,-263.948
24.93,1765.74,89.2441,-264.849
24.94,1766.63,88.3566,-265.742
24.95,1767.5,87.4692,-266.625
24.96,1768.37,86.5817,-267.5
24.97,1769.22,85.6944,-268.366
24.98,1770.07,84.8071,-269.223
24.99,1770.91,83.9199,-270.071
25,1771.74,83.0329,-270.91
25.01,1772.56,82.146,-271.74
25.02,1773.37,81.2592,-272.562
25.03,1774.18,80.3727,-273.375
25.04,1774.97,79.4863,-274.178
25.05,1775.76,78.6002,-274.973
25.06,1776.54,77.7144,-275.759
25.07,1777.3,76.8288,-276.536
25.08,1778.06,75.9435,-277.305
25.09,1778.81,75.0585,-278.064
25.1,1779.56,74.1739,-278.815
25.11,1780.29,73.2896,-279.556
25.12,1781.01,72.4058,-280.289
25.13,1781.73,71.5223,-281.013
25.14,1782.43,70.6392,-281.728
25.15,1783.13,69.7566,-282.435
25.16,1783.82,68.8745,-283.132
25.17,1784.5,67.9928,-283.821
25.18,1785.17,67.1117,-284.501
25.19,1785.83,66.231,-285.172
25.2,1786.49,65.351,-285.835
25.21,1787.13,64.4715,-286.488
25.22,1787.77,63.5926,-287.133
25.23,1788.4,62.7142,-287.769
25.24,1789.01,61.8366,-288.396
25.25,1789.62,60.9596,-289.014
25.26,1790.22,60.0832,-289.624
25.27,1790.82,59.2076,-290.225
25.28,1791.4,58.3326,-290.817
25.29,1791.97,57.4584,-291.4
25.3,1792.54,56.585,-291.975
25.31,1793.1,55.7123,-292.54
25.32,1793.65,54.8404,-293.098
25.33,1794.19,53.9693,-293.646
25.34,1794.72,53.099,-294.186
25.35,1795.24,52.2296,-294.717
25.36,1795.75,51.3611,-295.239
25.37,1796.26,50.4935,-295.753
25.38,1796.75,49.6268,-296.257
25.39,1797.24,48.761,-296.754
25.4,1797.72,47.8961,-297.241
25.41,1798.19,47.0322,-297.72
25.42,1798.65,46.1693,-298.191
25.43,1799.11,45.3075,-298.652
25.44,1799.55,44.4466,-299.105
25.45,1799.99,43.5868,-299.55
25.46,1800.41,42.728,-299.986
25.47,1800.83,41.8704,-300.413
25.48,1801.24,41.0138,-300.832
25.49,1801.64,40.1583,-301.242
25.5,1802.04,39.304,-301.643
25.51,1802.42,38.4509,-302.037
25.52,1802.8,37.5989,-302.421
25.53,1803.16,36.7481,-302.797
25.54,1803.52,35.8985,-303.164
25.55,1803.87,35.0501,-303.523
25.56,1804.22,34.203,-303.874
25.57,1804.55,33.3572,-304.216
25.58,1804.87,32.5127,-304.55
25.59,1805.19,31.6694,-304.875
25.6,1805.5,30.8275,-305.191
25.61,1805.5,0,-305.5
25.62,1805.85,35.2359,-305.5
25.63,1805.85,0,-305.852
25.64,1806.18,33.2951,-305.852
25.65,1806.18,0,-306.185
25.66,1806.5,31.3581,-306.185
25.67,1806.5,0,-306.499
25.68,1806.5,0,-306.499
25.69,1806.5,0,-306.499
25.7,1806.5,0,-306.499
25.71,1806.5,0,-306.499
25.72,1806.5,0,-306.499
25.73,1806.5,0,-306.499
25.74,1806.5,0,-306.499
25.75,1806.5,0,-306.499
25.76,1806.5,0,-306.499
25.77,1806.5,0,-306.499
25.78,1806.5,0,-306.499
25.79,1806.5,0,-306.499
25.8,1806.5,0,-306.499
25.81,1806.5,0,-306.499
25.82,1806.5,0,-306.499
25.83,1806.5,0,-306.499
25.84,1806.5,0,-306.499
25.85,1806.5,0,-306.499
25.86,1806.5,0,-306.499
25.87,1806.5,0,-306.499
25.88,1806.5,0,-306.499
25.89,1806.5,0,-306.499
25.9,1806.5,0,-306.499
25.91,1806.5,0,-306.499
25.92,1806.5,0,-306.499
25.93,1806.5,0,-306.499
25.94,1806.5,0,-306.499
25.95,1806.5,0,-306.499
25.96,1806.5,0,-306.499
25.97,1806.5,0,-306.499
25.98,1806.5,0,-306.499
25.99,1806.5,0,-306.499
26,1806.5,0,-306.499
26.01,1806.5,0,-306.499
26.02,1806.5,0,-306.499
26.03,1806.5,0,-306.499
26.04,1806.5,0,-306.499
26.05,1806.5,0,-306.499
26.06,1806.5,0,-306.499
26.07,1806.5,0,-306.499
26.08,1806.5,0,-306.499
26.09,1806.5,0,-306.499
26.1,1806.5,0,-306.499
26.11,1806.5,0,-306.499
26.12,1806.5,0,-306.499
26.13,1806.5,0,-306.499
26.14,1806.5,0,-306.499
26.15,1806.5,0,-306.499
26.16,1806.5,0,-306.499
26.17,1806.5,0,-306.499
26.18,1806.5,0,-306.499
26.19,1806.5,0,-306.499
26.2,1806.5,0,-306.499
26.21,1806.5,0,-306.499
26.22,1806.5,0,-306.499
26.23,1806.5,0,-306.499
26.24,1806.5,0,-306.499
26.25,1806.5,0,-306.499
26.26,1806.5,0,-306.499
26.27,1806.5,0,-306.499
26.28,1806.5,0,-306.499
26.29,1806.5,0,-306.499
26.3,1806.5,0,-306.499
26.31,1806.5,0,-306.499
26.32,1806.5,0,-306.499
26.33,1806.2,-30.3422,-306.499
26.34,1806.2,0,-306.195
26.35,1805.87,-32.0884,-306.195
26.36,1805.87,0,-305.874
26.37,1805.54,-33.8273,-305.874
26.38,1805.54,0,-305.536
26.39,1805.18,-35.5591,-305.536
26.4,1805.18,0,-305.18
26.41,1804.81,-37.2835,-305.18
26.42,1804.5,-30.6294,-304.808
26.43,1804.17,-32.7818,-304.501
26.44,1803.84,-33.1655,-304.173
26.45,1803.5,-33.9008,-303.842
26.46,1803.16,-34.5625,-303.503
26.47,1802.8,-35.236,-303.157
26.48,1802.45,-35.904,-302.805
26.49,1802.08,-36.57,-302.446
26.5,1801.71,-37.2333,-302.08
26.51,1801.33,-37.8941,-301.708
26.52,1800.94,-38.5522,-301.329
26.53,1800.55,-39.2078,-300.943
26.54,1800.15,-39.8607,-300.551
26.55,1799.75,-40.511,-300.153
26.56,1799.34,-41.1586,-299.747
26.57,1798.92,-41.8036,-299.336
26.58,1798.49,-42.446,-298.918
26.59,1798.06,-43.0857,-298.493
26.6,1797.63,-43.7227,-298.063
26.61,1797.18,-44.357,-297.625
26.62,1796.73,-44.9886,-297.182
26.63,1796.28,-45.6175,-296.732
26.64,1795.81,-46.2437,-296.276
26.65,1795.34,-46.8672,-295.813
26.66,1794.87,-47.4879,-295.345
26.67,1794.39,-48.1059,-294.87
26.68,1793.9,-48.7211,-294.389
26.69,1793.41,-49.3336,-293.901
26.7,1792.91,-49.9434,-293.408
26.71,1792.4,-50.5503,-292.909
26.72,1791.89,-51.1545,-292.403
26.73,1791.37,-51.7558,-291.892
26.74,1790.85,-52.3544,-291.374
26.75,1790.32,-52.9502,-290.85
26.76,1789.79,-53.5432,-290.321
26.77,1789.24,-54.1333,-289.786
26.78,1788.7,-54.7206,-289.244
26.79,1788.14,-55.3051,-288.697
26.8,1787.59,-55.8867,-288.144
26.81,1787.02,-56.4655,-287.585
26.82,1786.45,-57.0414,-287.02
26.83,1785.87,-57.6144,-286.45
26.84,1785.29,-58.1846,-285.874
26.85,1784.7,-58.7519,-285.292
26.86,1784.11,-59.3163,-284.705
26.87,1783.51,-59.8778,-284.111
26.88,1782.91,-60.4364,-283.513
26.89,1782.3,-60.9921,-282.908
26.9,1781.68,-61.5449,-282.298
26.91,1781.06,-62.0947,-281.683
26.92,1780.44,-62.6416,-281.062
26.93,1779.8,-63.1856,-280.435
26.94,1779.17,-63.7267,-279.804
26.95,1778.52,-64.2648,-279.166
26.96,1777.88,-64.8,-278.524
26.97,1777.22,-65.3322,-277.876
26.98,1776.56,-65.8614,-277.222
26.99,1775.9,-66.3876,-276.564
27,1775.23,-66.9109,-275.9
27.01,1774.56,-67.4312,-275.231
27.02,1773.88,-67.9485,-274.556
27.03,1773.19,-68.4629,-273.877
27.04,1772.5,-68.9742,-273.192
27.05,1771.81,-69.4825,-272.503
27.06,1771.11,-69.9878,-271.808
27.07,1770.4,-70.4901,-271.108
27.08,1769.69,-70.9894,-270.403
27.09,1768.98,-71.4857,-269.693
27.1,1768.26,-71.9789,-268.978
27.11,1767.53,-72.4691,-268.258
27.12,1766.8,-72.9562,-267.534
27.13,1766.07,-73.4403,-266.804
27.14,1765.33,-73.9214,-266.07
27.15,1764.59,-74.3994,-265.331
27.16,1763.84,-74.8744,-264.587
27.17,1763.08,-75.3463,-263.838
27.18,1762.33,-75.8151,-263.084
27.19,1761.56,-76.2809,-262.326
27.2,1760.8,-76.7436,-261.563
27.21,1760.02,-77.2032,-260.796
27.22,1759.25,-77.6597,-260.024
27.23,1758.47,-78.1132,-259.247
27.24,1757.68,-78.5636,-258.466
27.25,1756.89,-79.0108,-257.681
27.26,1756.1,-79.455,-256.891
27.27,1755.3,-79.8961,-256.096
27.28,1754.49,-80.3341,-255.297
27.29,1753.69,-80.769,-254.494
27.3,1752.87,-81.2008,-253.686
27.31,1752.06,-81.6294,-252.874
27.32,1751.24,-82.055,-252.058
27.33,1750.41,-82.4774,-251.237
27.34,1749.58,-82.8967,-250.412
27.35,1748.75,-83.3129,-249.583
27.36,1747.91,-83.726,-248.75
27.37,1747.07,-84.1359,-247.913
27.38,1746.23,-84.5428,-247.072
27.39,1745.38,-84.9464,-246.226
27.4,1744.52,-85.347,-245.377
27.41,1743.67,-85.7444,-244.523
27.42,1742.8,-86.1387,-243.666
27.43,1741.94,-86.5298,-242.804
27.44,1741.07,-86.9178,-241.939
27.45,1740.2,-87.3027,-241.07
27.46,1739.32,-87.6844,-240.197
27.47,1738.44,-88.063,-239.32
27.48,1737.56,-88.4384,-238.439
27.49,1736.67,-88.8106,-237.555
27.5,1735.78,-89.1798,-236.667
27.51,1734.88,-89.5457,-235.775
27.52,1733.98,-89.9085,-234.88
27.53,1733.08,-90.2682,-233.981
27.54,1732.17,-90.6247,-233.078
27.55,1731.26,-90.978,-232.172
27.56,1730.35,-91.3282,-231.262
27.57,1729.43,-91.6752,-230.349
27.58,1728.51,-92.0191,-229.432
27.59,1727.59,-92.3598,-228.512
27.6,1726.66,-92.6974,-227.588
27.61,1725.73,-93.0317,-226.661
27.62,1724.8,-93.363,-225.731
27.63,1723.86,-93.691,-224.797
27.64,1722.92,-94.0159,-223.86
27.65,1721.98,-94.3376,-222.92
27.66,1721.03,-94.6562,-221.977
27.67,1720.08,-94.9716,-221.03
27.68,1719.13,-95.2839,-220.08
27.69,1718.17,-95.5929,-219.128
27.7,1717.21,-95.8989,-218.172
27.71,1716.25,-96.2016,-217.213
27.72,1715.29,-96.5012,-216.251
27.73,1714.32,-96.7977,-215.286
27.74,1713.35,-97.0909,-214.318
27.75,1712.37,-97.381,-213.347
27.76,1711.4,-97.668,-212.373
27.77,1710.42,-97.9518,-211.396
27.78,1709.43,-98.2324,-210.417
27.79,1708.45,-98.5099,-209.434
27.8,1707.46,-98.7842,-208.449
27.81,1706.47,-99.0554,-207.461
27.82,1705.48,-99.3234,-206.471
27.83,1704.48,-99.5883,-205.478
27.84,1703.48,-99.85,-204.482
27.85,1702.48,-100.109,-203.483
27.86,1701.48,-100.364,-202.482
27.87,1700.47,-100.616,-201.479
27.88,1699.46,-100.865,-200.472
27.89,1698.45,-101.111,-199.464
27.9,1697.44,-101.354,-198.453
27.91,1696.42,-101.594,-197.439
27.92,1695.4,-101.83,-196.423
27.93,1694.38,-102.064,-195.405
27.94,1693.36,-102.294,-194.384
27.95,1692.34,-102.521,-193.361
27.96,1691.31,-102.745,-192.336
27.97,1690.28,-102.966,-191.309
27.98,1689.25,-103.184,-190.279
27.99,1688.21,-103.399,-189.247
28,1687.18,-103.61,-188.213
28.01,1686.14,-103.818,-187.177
28.02,1685.1,-104.024,-186.139
28.03,1684.06,-104.226,-185.099
28.04,1683.01,-104.425,-184.056
28.05,1681.97,-104.621,-183.012
28.06,1680.92,-104.814,-181.966
28.07,1679.87,-105.003,-180.918
28.08,1678.82,-105.19,-179.868
28.09,1677.76,-105.374,-178.816
28.1,1676.71,-105.554,-177.762
28.11,1675.65,-105.731,-176.707
28.12,1674.59,-105.906,-175.649
28.13,1673.53,-106.077,-174.59
28.14,1672.47,-106.245,-173.529
28.15,1671.4,-106.41,-172.467
28.16,1670.34,-106.572,-171.403
28.17,1669.27,-106.731,-170.337
28.18,1668.2,-106.887,-169.27
28.19,1667.13,-107.04,-168.201
28.2,1666.06,-107.189,-167.131
28.21,1664.99,-107.336,-166.059
28.22,1663.91,-107.48,-164.985
28.23,1662.83,-107.62,-163.911
28.24,1661.76,-107.758,-162.834
28.25,1660.68,-107.892,-161.757
28.26,1659.6,-108.024,-160.678
28.27,1658.52,-108.152,-159.598
28.28,1657.43,-108.277,-158.516
28.29,1656.35,-108.4,-157.433
28.3,1655.26,-108.519,-156.349
28.31,1654.18,-108.636,-155.264
28.32,1653.09,-108.749,-154.178
28.33,1652,-108.859,-153.09
28.34,1650.91,-108.967,-152.002
28.35,1649.82,-109.071,-150.912
28.36,1648.73,-109.172,-149.821
28.37,1647.64,-109.271,-148.73
28.38,1646.54,-109.366,-147.637
28.39,1645.45,-109.459,-146.543
28.4,1644.35,-109.548,-145.449
28.41,1643.26,-109.635,-144.353
28.42,1642.16,-109.718,-143.257
28.43,1641.06,-109.799,-142.16
28.44,1639.96,-109.877,-141.062
28.45,1638.86,-109.951,-139.963
28.46,1637.76,-110.023,-138.863
28.47,1636.66,-110.092,-137.763
28.48,1635.56,-110.158,-136.662
28.49,1634.46,-110.221,-135.561
28.5,1633.36,-110.281,-134.458
28.51,1632.25,-110.338,-133.356
28.52,1631.15,-110.392,-132.252
28.53,1630.04,-110.444,-131.148
28.54,1628.94,-110.492,-130.044
28.55,1627.83,-110.538,-128.939
28.56,1626.73,-110.581,-127.834
28.57,1625.62,-110.621,-126.728
28.58,1624.51,-110.658,-125.622
28.59,1623.41,-110.692,-124.515
28.6,1622.3,-110.723,-123.408
28.61,1621.19,-110.752,-122.301
28.62,1620.09,-110.777,-121.193
28.63,1618.98,-110.8,-120.086
28.64,1617.87,-110.82,-118.978
28.65,1616.76,-110.837,-117.869
28.66,1615.65,-110.852,-116.761
28.67,1614.54,-110.863,-115.652
28.68,1613.44,-110.872,-114.544
28.69,1612.33,-110.878,-113.435
28.7,1611.22,-110.881,-112.326
28.71,1610.11,-110.881,-111.217
28.72,1609,-110.879,-110.109
28.73,1607.89,-110.874,-109
28.74,1606.78,-110.866,-107.891
28.75,1605.67,-110.855,-106.782
28.76,1604.57,-110.842,-105.674
28.77,1603.46,-110.826,-104.566
28.78,1602.35,-110.807,-103.457
28.79,1601.24,-110.785,-102.349
28.8,1600.13,-110.761,-101.241
28.81,1599.03,-110.734,-100.134
28.82,1597.92,-110.704,-99.0264
28.83,1596.81,-110.672,-97.9194
28.84,1595.71,-110.637,-96.8126
28.85,1594.6,-110.599,-95.7063
28.86,1593.49,-110.558,-94.6003
28.87,1592.39,-110.515,-93.4947
28.88,1591.28,-110.469,-92.3896
28.89,1590.18,-110.421,-91.2849
28.9,1589.08,-110.37,-90.1806
28.91,1587.97,-110.316,-89.0769
28.92,1586.87,-110.26,-87.9738
28.93,1585.77,-110.201,-86.8712
28.94,1584.67,-110.14,-85.7692
28.95,1583.57,-110.076,-84.6678
28.96,1582.47,-110.009,-83.567
28.97,1581.37,-109.94,-82.4669
28.98,1580.27,-109.868,-81.3675
28.99,1579.17,-109.793,-80.2689
29,1578.07,-109.716,-79.1709
29.01,1576.98,-109.637,-78.0738
29.02,1575.88,-109.555,-76.9774
29.03,1574.79,-109.47,-75.8818
29.04,1573.69,-109.383,-74.7871
29.05,1572.6,-109.293,-73.6933
29.06,1571.51,-109.201,-72.6004
29.07,1570.42,-109.107,-71.5084
29.08,1569.33,-109.009,-70.4173
29.09,1568.24,-108.91,-69.3272
29.1,1567.15,-108.808,-68.2381
29.11,1566.06,-108.703,-67.15
29.12,1564.98,-108.596,-66.063
29.13,1563.89,-108.487,-64.977
29.14,1562.81,-108.375,-63.8922
29.15,1561.73,-108.26,-62.8084
29.16,1560.64,-108.144,-61.7258
29.17,1559.56,-108.025,-60.6444
29.18,1558.49,-107.903,-59.5641
29.19,1557.41,-107.779,-58.4851
29.2,1556.33,-107.653,-57.4073
29.21,1555.26,-107.524,-56.3308
29.22,1554.18,-107.393,-55.2556
29.23,1553.11,-107.26,-54.1816
29.24,1552.04,-107.124,-53.109
29.25,1550.97,-106.986,-52.0378
29.26,1549.9,-106.845,-50.9679
29.27,1548.83,-106.702,-49.8995
29.28,1547.77,-106.557,-48.8325
29.29,1546.7,-106.41,-47.7669
29.3,1545.64,-106.26,-46.7028
29.31,1544.58,-106.108,-45.6402
29.32,1543.52,-105.954,-44.5791
29.33,1542.46,-105.798,-43.5196
29.34,1541.41,-105.639,-42.4616
29.35,1540.35,-105.478,-41.4052
29.36,1539.3,-105.315,-40.3504
29.37,1538.25,-105.15,-39.2973
29.38,1537.2,-104.982,-38.2458
29.39,1536.15,-104.812,-37.1959
29.4,1535.1,-104.64,-36.1478
29.41,1534.06,-104.466,-35.1014
29.42,1533.01,-104.289,-34.0568
29.43,1531.97,-104.111,-33.0139
29.44,1530.93,-103.93,-31.9728
29.45,1529.9,-103.747,-30.9335
29.46,1528.86,-103.562,-29.896
29.47,1527.83,-103.375,-28.8604
29.48,1526.79,-103.186,-27.8266
29.49,1525.76,-102.995,-26.7947
29.5,1524.74,-102.801,-25.7648
29.51,1523.71,-102.606,-24.7368
29.52,1522.69,-102.408,-23.7107
29.53,1521.66,-102.209,-22.6866
29.54,1520.64,-102.007,-21.6646
29.55,1519.63,-101.803,-20.6445
29.56,1518.61,-101.597,-19.6265
29.57,1517.6,-101.39,-18.6105
29.58,1516.58,-101.18,-17.5966
29.59,1515.58,-100.968,-16.5848
29.6,1514.57,-100.754,-15.5751
29.61,1513.56,-100.538,-14.5676
29.62,1512.56,-100.32,-13.5622
29.63,1511.56,-100.101,-12.559
29.64,1510.56,-99.8791,-11.558
29.65,1509.56,-99.6555,-10.5592
29.66,1508.57,-99.4299,-9.56263
29.67,1507.58,-99.2024,-8.56833
29.68,1506.59,-98.973,-7.57631
29.69,1505.6,-98.7418,-6.58658
29.7,1504.61,-98.5086,-5.59916
29.71,1503.63,-98.2735,-4.61408
29.72,1502.65,-98.0366,-3.63134
29.73,1501.67,-97.7979,-2.65097
29.74,1500.7,-97.5572,-1.673
29.75,1499.72,-97.3148,-0.697424
29.76,1498.75,-97.0705,0.275724
29.77,1497.79,-96.8244,1.24643
29.78,1496.82,-96.5765,2.21467
29.79,1495.86,-96.3268,3.18044
29.8,1494.9,-96.0753,4.14371
29.81,1493.94,-95.8221,5.10446
29.82,1492.98,-95.5671,6.06268
29.83,1492.03,-95.3103,7.01835
29.84,1491.08,-95.0518,7.97145
29.85,1490.13,-94.7916,8.92197
29.86,1489.18,-94.5297,9.86989
29.87,1488.24,-94.266,10.8152
29.88,1487.3,-94.0007,11.7578
29.89,1486.36,-93.7337,12.6979
29.9,1485.43,-93.465,13.6352
29.91,1484.5,-93.1946,14.5698
29.92,1483.57,-92.9226,15.5018
29.93,1482.64,-92.6489,16.431
29.94,1481.72,-92.3736,17.3575
29.95,1480.8,-92.0967,18.2812
29.96,1479.88,-91.8182,19.2022
29.97,1478.96,-91.5381,20.1204
29.98,1478.05,-91.2564,21.0358
29.99,1477.14,-90.9731,21.9483
30,1476.24,-90.6883,22.8581
30.01,1475.33,-90.4019,23.7649
30.02,1474.43,-90.114,24.669
30.03,1473.53,-89.8245,25.5701
30.04,1472.64,-89.5335,26.4683
30.05,1471.74,-89.241,27.3637
30.06,1470.85,-88.947,28.2561
30.07,1469.97,-88.6515,29.1456
30.08,1469.08,-88.3546,30.0321
30.09,1468.2,-88.0562,30.9156
30.1,1467.33,-87.7563,31.7962
30.11,1466.45,-87.455,32.6738
30.12,1465.58,-87.1522,33.5483
30.13,1464.71,-86.8481,34.4198
30.14,1463.85,-86.5425,35.2883
30.15,1462.98,-86.2355,36.1537
30.16,1462.12,-85.9272,37.0161
30.17,1461.27,-85.6174,37.8754
30.18,1460.42,-85.3063,38.7315
30.19,1459.57,-84.9939,39.5846
30.2,1458.72,-84.6801,40.4345
30.21,1457.88,-84.3649,41.2813
30.22,1457.03,-84.0485,42.125
30.23,1456.2,-83.7308,42.9655
30.24,1455.36,-83.4117,43.8028
30.25,1454.53,-83.0914,44.6369
30.26,1453.7,-82.7698,45.4678
30.27,1452.88,-82.4469,46.2955
30.28,1452.06,-82.1228,47.12
30.29,1451.24,-81.7974,47.9412
30.3,1450.43,-81.4708,48.7592
30.31,1449.61,-81.143,49.5739
30.32,1448.81,-80.814,50.3853
30.33,1448,-80.4837,51.1934
30.34,1447.2,-80.1523,51.9983
30.35,1446.4,-79.8198,52.7998
30.36,1445.61,-79.486,53.598
30.37,1444.82,-79.1511,54.3929
30.38,1444.03,-78.8151,55.1844
30.39,1443.24,-78.4779,55.9725
30.4,1442.46,-78.1397,56.7573
30.41,1441.68,-77.8003,57.5387
30.42,1440.91,-77.4598,58.3167
30.43,1440.14,-77.1183,59.0913
30.44,1439.37,-76.7756,59.8625
30.45,1438.61,-76.4319,60.6302
30.46,1437.84,-76.0872,61.3946
30.47,1437.09,-75.7414,62.1554
30.48,1436.33,-75.3946,62.9129
30.49,1435.58,-75.0468,63.6668
30.5,1434.84,-74.698,64.4173
30.51,1434.09,-74.3481,65.1642
30.52,1433.35,-73.9973,65.9077
30.53,1432.62,-73.6456,66.6477
30.54,1431.88,-73.2928,67.3842
30.55,1431.15,-72.9391,68.1171
30.56,1430.43,-72.5845,68.8465
30.57,1429.71,-72.229,69.5723
30.58,1428.99,-71.8725,70.2946
30.59,1428.27,-71.5151,71.0133
30.6,1427.56,-71.1569,71.7285
30.61,1426.85,-70.7978,72.4401
30.62,1426.15,-70.4377,73.148
30.63,1425.45,-70.0769,73.8524
30.64,1424.75,-69.7152,74.5532
30.65,1424.06,-69.3526,75.2503
30.66,1423.37,-68.9892,75.9439
30.67,1422.68,-68.625,76.6337
30.68,1422,-68.26,77.32
30.69,1421.32,-67.8942,78.0026
30.7,1420.64,-67.5277,78.6815
30.71,1419.97,-67.1603,79.3568
30.72,1419.3,-66.7922,80.0284
30.73,1418.64,-66.4234,80.6963
30.74,1417.98,-66.0538,81.3606
30.75,1417.32,-65.6835,82.0211
30.76,1416.67,-65.3125,82.678
30.77,1416.02,-64.9408,83.3311
30.78,1415.37,-64.5683,83.9805
30.79,1414.73,-64.1952,84.6262
30.8,1414.09,-63.8215,85.2681
30.81,1413.46,-63.447,85.9063
30.82,1412.83,-63.072,86.5408
30.83,1412.2,-62.6962,87.1715
30.84,1411.58,-62.3199,87.7985
30.85,1410.96,-61.9429,88.4217
30.86,1410.34,-61.5654,89.0411
30.87,1409.73,-61.1872,89.6568
30.88,1409.12,-60.8085,90.2686
30.89,1408.52,-60.4292,90.8767
