Time,Theta,Velocity,Error
43.85,1515.93,-36.21,-16.2943
43.86,1515.93,0,-15.9322
43.87,1515.57,-36.1969,-15.9322
43.88,1515.57,0,-15.5702
43.89,1515.21,-36.1817,-15.5702
43.9,1515.21,0,-15.2084
43.91,1514.85,-36.1645,-15.2084
43.92,1514.85,0,-14.8467
43.93,1514.49,-36.145,-14.8467
43.94,1514.49,0,-14.4853
43.95,1514.12,-36.1235,-14.4853
43.96,1514.12,0,-14.124
43.97,1513.76,-36.0999,-14.124
43.98,1513.76,0,-13.763
43.99,1513.4,-36.0742,-13.763
44,1513.4,0,-13.4023
44.01,1513.04,-36.0464,-13.4023
44.02,1513.04,0,-13.0418
44.03,1512.68,-36.0165,-13.0418
44.04,1512.68,0,-12.6817
44.05,1512.32,-35.9845,-12.6817
44.06,1512.32,0,-12.3218
44.07,1511.96,-35.9505,-12.3218
44.08,1511.96,0,-11.9623
44.09,1511.6,-35.9144,-11.9623
44.1,1511.6,0,-11.6032
44.11,1511.24,-35.8763,-11.6032
44.12,1511.24,0,-11.2444
44.13,1510.89,-35.8361,-11.2444
44.14,1510.89,0,-10.8861
44.15,1510.53,-35.7939,-10.8861
44.16,1510.53,0,-10.5281
44.17,1510.17,-35.7497,-10.5281
44.18,1510.17,0,-10.1706
44.19,1509.81,-35.7035,-10.1706
44.2,1509.81,0,-9.81359
44.21,1509.46,-35.6553,-9.81359
44.22,1509.46,0,-9.45703
44.23,1509.1,-35.605,-9.45703
44.24,1509.1,0,-9.10098
44.25,1508.75,-35.5528,-9.10098
44.26,1508.75,0,-8.74546
44.27,1508.39,-35.4986,-8.74546
44.28,1508.39,0,-8.39047
44.29,1508.04,-35.4425,-8.39047
44.3,1508.04,0,-8.03604
44.31,1507.68,-35.3844,-8.03604
44.32,1507.68,0,-7.6822
44.33,1507.33,-35.3243,-7.6822
44.34,1507.33,0,-7.32896
44.35,1506.98,-35.2623,-7.32896
44.36,1506.98,0,-6.97633
44.37,1506.62,-35.1984,-6.97633
44.38,1506.62,0,-6.62435
44.39,1506.27,-35.1325,-6.62435
44.4,1506.27,0,-6.27302
44.41,1505.92,-35.0648,-6.27302
44.42,1505.92,0,-5.92238
44.43,1505.57,-34.9951,-5.92238
44.44,1505.57,0,-5.57243
44.45,1505.22,-34.9236,-5.57243
44.46,1505.22,0,-5.22319
44.47,1504.87,-34.8501,-5.22319
44.48,1504.87,0,-4.87469
44.49,1504.53,-34.7748,-4.87469
44.5,1504.53,0,-4.52694
44.51,1504.18,-34.6977,-4.52694
44.52,1504.18,0,-4.17996
44.53,1503.83,-34.6187,-4.17996
44.54,1503.83,0,-3.83378
44.55,1503.49,-34.5378,-3.83378
44.56,1503.49,0,-3.4884
44.57,1503.14,-34.4551,-3.4884
44.58,1503.14,0,-3.14385
44.59,1502.8,-34.3706,-3.14385
44.6,1502.8,0,-2.80014
44.61,1502.46,-34.2843,-2.80014
44.62,1502.46,0,-2.4573
44.63,1502.12,-34.1962,-2.4573
44.64,1502.12,0,-2.11534
44.65,1501.77,-34.1063,-2.11534
44.66,1501.77,0,-1.77427
44.67,1501.43,-34.0146,-1.77427
44.68,1501.43,0,-1.43413
44.69,1501.09,-33.9212,-1.43413
44.7,1501.09,0,-1.09491
44.71,1500.76,-33.826,-1.09491
44.72,1500.76,0,-0.756654
44.73,1500.42,-33.7291,-0.756654
44.74,1500.42,0,-0.419363
44.75,1500.08,-33.6304,-0.419363
44.76,1500.08,0,-0.0830593
44.77,1499.75,-33.53,-0.0830593
44.78,1499.75,0,0.252241
44.79,1499.41,-33.4279,0.252241
44.8,1499.41,0,0.58652
44.81,1499.08,-33.3241,0.58652
44.82,1499.08,0,0.919761
44.83,1498.75,-33.2186,0.919761
44.84,1498.75,0,1.25195
44.85,1498.42,-33.1114,1.25195
44.86,1498.42,0,1.58306
44.87,1498.09,-33.0026,1.58306
44.88,1498.09,0,1.91309
44.89,1497.76,-32.8921,1.91309
44.9,1497.76,0,2.24201
44.91,1497.43,-32.78,2.24201
44.92,1497.43,0,2.56981
44.93,1497.1,-32.6662,2.56981
44.94,1497.1,0,2.89647
44.95,1496.78,-32.5509,2.89647
44.96,1496.78,0,3.22198
44.97,1496.45,-32.4339,3.22198
44.98,1496.45,0,3.54632
44.99,1496.13,-32.3153,3.54632
45,1496.13,0,3.86947
45.01,1495.81,-32.1951,3.86947
45.02,1495.81,0,4.19142
45.03,1495.49,-32.0734,4.19142
45.04,1495.49,0,4.51216
45.05,1495.17,-31.9501,4.51216
45.06,1495.17,0,4.83166
45.07,1494.85,-31.8253,4.83166
45.08,1494.85,0,5.14991
45.09,1494.53,-31.6989,5.14991
45.1,1494.53,0,5.4669
45.11,1494.22,-31.571,5.4669
45.12,1494.22,0,5.78261
45.13,1493.9,-31.4416,5.78261
45.14,1493.9,0,6.09702
45.15,1493.59,-31.3107,6.09702
45.16,1493.59,0,6.41013
45.17,1493.28,-31.1783,6.41013
45.18,1493.28,0,6.72191
45.19,1492.97,-31.0444,6.72191
45.2,1492.97,0,7.03236
45.21,1492.66,-30.9091,7.03236
45.22,1492.66,0,7.34145
45.23,1492.35,-30.7723,7.34145
45.24,1492.35,0,7.64917
45.25,1492.04,-30.6341,7.64917
45.26,1492.04,0,7.95551
45.27,1491.74,-30.4945,7.95551
45.28,1491.74,0,8.26046
45.29,1491.44,-30.3534,8.26046
45.3,1491.44,0,8.56399
45.31,1491.13,-30.211,8.56399
45.32,1491.13,0,8.8661
45.33,1490.83,-30.0671,8.8661
45.34,1490.83,0,9.16677
45.35,1490.83,0,9.16677
45.36,1490.83,0,9.16677
45.37,1490.83,0,9.16677
45.38,1490.83,0,9.16677
45.39,1490.83,0,9.16677
45.4,1490.83,0,9.16677
45.41,1490.83,0,9.16677
45.42,1490.83,0,9.16677
45.43,1490.83,0,9.16677
45.44,1490.83,0,9.16677
45.45,1490.83,0,9.16677
45.46,1490.83,0,9.16677
45.47,1490.83,0,9.16677
45.48,1490.83,0,9.16677
45.49,1490.83,0,9.16677
45.5,1490.83,0,9.16677
45.51,1490.83,0,9.16677
45.52,1490.83,0,9.16677
45.53,1490.83,0,9.16677
45.54,1490.83,0,9.16677
45.55,1490.83,0,9.16677
45.56,1490.83,0,9.16677
45.57,1490.83,0,9.16677
45.58,1490.83,0,9.16677
45.59,1490.83,0,9.16677
45.6,1490.83,0,9.16677
45.61,1490.83,0,9.16677
45.62,1490.83,0,9.16677
45.63,1490.83,0,9.16677
45.64,1490.83,0,9.16677
45.65,1490.83,0,9.16677
45.66,1490.83,0,9.16677
45.67,1490.83,0,9.16677
45.68,1490.83,0,9.16677
45.69,1490.83,0,9.16677
45.7,1490.83,0,9.16677
45.71,1490.83,0,9.16677
45.72,1490.83,0,9.16677
45.73,1490.83,0,9.16677
45.74,1490.83,0,9.16677
45.75,1490.83,0,9.16677
45.76,1490.83,0,9.16677
45.77,1490.83,0,9.16677
45.78,1490.83,0,9.16677
45.79,1490.83,0,9.16677
45.8,1490.83,0,9.16677
45.81,1490.83,0,9.16677
45.82,1490.83,0,9.16677
45.83,1490.83,0,9.16677
45.84,1490.83,0,9.16677
45.85,1490.83,0,9.16677
45.86,1490.83,0,9.16677
45.87,1490.83,0,9.16677
45.88,1490.83,0,9.16677
45.89,1490.83,0,9.16677
45.9,1490.83,0,9.16677
45.91,1490.83,0,9.16677
45.92,1490.83,0,9.16677
45.93,1490.83,0,9.16677
45.94,1490.83,0,9.16677
45.95,1490.83,0,9.16677
45.96,1490.83,0,9.16677
45.97,1490.83,0,9.16677
45.98,1490.83,0,9.16677
45.99,1490.83,0,9.16677
46,1490.83,0,9.16677
46.01,1490.83,0,9.16677
46.02,1490.83,0,9.16677
46.03,1490.83,0,9.16677
46.04,1490.83,0,9.16677
46.05,1490.83,0,9.16677
46.06,1490.83,0,9.16677
46.07,1490.83,0,9.16677
46.08,1490.83,0,9.16677
46.09,1490.83,0,9.16677
46.1,1490.83,0,9.16677
46.11,1490.83,0,9.16677
46.12,1490.83,0,9.16677
46.13,1490.83,0,9.16677
46.14,1490.83,0,9.16677
46.15,1490.83,0,9.16677
46.16,1490.83,0,9.16677
46.17,1490.83,0,9.16677
46.18,1490.83,0,9.16677
46.19,1490.83,0,9.16677
46.2,1490.83,0,9.16677
46.21,1490.83,0,9.16677
46.22,1490.83,0,9.16677
46.23,1490.83,0,9.16677
46.24,1490.83,0,9.16677
46.25,1490.83,0,9.16677
46.26,1490.83,0,9.16677
46.27,1490.83,0,9.16677
46.28,1490.83,0,9.16677
46.29,1490.83,0,9.16677
46.3,1490.83,0,9.16677
46.31,1490.83,0,9.16677
46.32,1490.83,0,9.16677
46.33,1490.83,0,9.16677
46.34,1490.83,0,9.16677
46.35,1490.83,0,9.16677
46.36,1490.83,0,9.16677
46.37,1490.83,0,9.16677
46.38,1490.83,0,9.16677
46.39,1490.83,0,9.16677
46.4,1490.83,0,9.16677
46.41,1490.83,0,9.16677
46.42,1490.83,0,9.16677
46.43,1490.83,0,9.16677
46.44,1490.83,0,9.16677
46.45,1490.83,0,9.16677
46.46,1490.83,0,9.16677
46.47,1490.83,0,9.16677
46.48,1490.83,0,9.16677
46.49,1490.83,0,9.16677
46.5,1490.83,0,9.16677
46.51,1490.83,0,9.16677
46.52,1490.83,0,9.16677
46.53,1490.83,0,9.16677
46.54,1490.83,0,9.16677
46.55,1490.83,0,9.16677
46.56,1490.83,0,9.16677
46.57,1490.83,0,9.16677
46.58,1490.83,0,9.16677
46.59,1490.83,0,9.16677
46.6,1490.83,0,9.16677
46.61,1490.83,0,9.16677
46.62,1490.83,0,9.16677
46.63,1490.83,0,9.16677
46.64,1490.83,0,9.16677
46.65,1490.83,0,9.16677
46.66,1490.83,0,9.16677
46.67,1490.83,0,9.16677
46.68,1490.83,0,9.16677
46.69,1490.83,0,9.16677
46.7,1490.83,0,9.16677
46.71,1490.83,0,9.16677
46.72,1490.83,0,9.16677
46.73,1490.83,0,9.16677
46.74,1490.83,0,9.16677
46.75,1490.83,0,9.16677
46.76,1490.83,0,9.16677
46.77,1490.83,0,9.16677
46.78,1490.83,0,9.16677
46.79,1490.83,0,9.16677
46.8,1490.83,0,9.16677
46.81,1490.83,0,9.16677
46.82,1490.83,0,9.16677
46.83,1490.83,0,9.16677
46.84,1490.83,0,9.16677
46.85,1490.83,0,9.16677
46.86,1490.83,0,9.16677
46.87,1490.83,0,9.16677
46.88,1490.83,0,9.16677
46.89,1490.83,0,9.16677
46.9,1490.83,0,9.16677
46.91,1490.83,0,9.16677
46.92,1490.83,0,9.16677
46.93,1490.83,0,9.16677
46.94,1490.83,0,9.16677
46.95,1490.83,0,9.16677
46.96,1490.83,0,9.16677
46.97,1490.83,0,9.16677
46.98,1490.83,0,9.16677
46.99,1490.83,0,9.16677
47,1490.83,0,9.16677
47.01,1490.83,0,9.16677
47.02,1490.83,0,9.16677
47.03,1490.83,0,9.16677
47.04,1490.83,0,9.16677
47.05,1490.83,0,9.16677
47.06,1490.83,0,9.16677
47.07,1490.83,0,9.16677
47.08,1490.83,0,9.16677
47.09,1490.83,0,9.16677
47.1,1490.83,0,9.16677
47.11,1490.83,0,9.16677
47.12,1490.83,0,9.16677
47.13,1490.83,0,9.16677
47.14,1490.83,0,9.16677
47.15,1490.83,0,9.16677
47.16,1490.83,0,9.16677
47.17,1490.83,0,9.16677
47.18,1490.83,0,9.16677
47.19,1490.83,0,9.16677
47.2,1490.83,0,9.16677
47.21,1490.83,0,9.16677
47.22,1490.83,0,9.16677
47.23,1490.83,0,9.16677
47.24,1490.83,0,9.16677
47.25,1490.83,0,9.16677
47.26,1490.83,0,9.16677
47.27,1490.83,0,9.16677
47.28,1490.83,0,9.16677
47.29,1490.83,0,9.16677
47.3,1490.83,0,9.16677
47.31,1490.83,0,9.16677
47.32,1490.83,0,9.16677
47.33,1490.83,0,9.16677
47.34,1490.83,0,9.16677
47.35,1490.83,0,9.16677
47.36,1490.83,0,9.16677
47.37,1490.83,0,9.16677
47.38,1490.83,0,9.16677
47.39,1490.83,0,9.16677
47.4,1490.83,0,9.16677
47.41,1490.83,0,9.16677
47.42,1490.83,0,9.16677
47.43,1490.83,0,9.16677
47.44,1490.83,0,9.16677
47.45,1490.83,0,9.16677
47.46,1490.83,0,9.16677
47.47,1490.83,0,9.16677
47.48,1490.83,0,9.16677
47.49,1490.83,0,9.16677
47.5,1490.83,0,9.16677
47.51,1490.83,0,9.16677
47.52,1490.83,0,9.16677
47.53,1490.83,0,9.16677
47.54,1490.83,0,9.16677
47.55,1490.83,0,9.16677
47.56,1490.83,0,9.16677
47.57,1490.83,0,9.16677
47.58,1490.83,0,9.16677
47.59,1490.83,0,9.16677
47.6,1490.83,0,9.16677
47.61,1490.83,0,9.16677
47.62,1490.83,0,9.16677
47.63,1490.83,0,9.16677
47.64,1490.83,0,9.16677
47.65,1490.83,0,9.16677
47.66,1490.83,0,9.16677
47.67,1490.83,0,9.16677
47.68,1490.83,0,9.16677
47.69,1490.83,0,9.16677
47.7,1490.83,0,9.16677
47.71,1490.83,0,9.16677
47.72,1490.83,0,9.16677
47.73,1490.83,0,9.16677
47.74,1490.83,0,9.16677
47.75,1490.83,0,9.16677
47.76,1490.83,0,9.16677
47.77,1490.83,0,9.16677
47.78,1490.83,0,9.16677
47.79,1490.83,0,9.16677
47.8,1490.83,0,9.16677
47.81,1490.83,0,9.16677
47.82,1490.83,0,9.16677
47.83,1490.83,0,9.16677
47.84,1490.83,0,9.16677
47.85,1490.83,0,9.16677
47.86,1490.83,0,9.16677
47.87,1490.83,0,9.16677
47.88,1490.83,0,9.16677
47.89,1490.83,0,9.16677
47.9,1490.83,0,9.16677
47.91,1490.83,0,9.16677
47.92,1490.83,0,9.16677
47.93,1490.83,0,9.16677
47.94,1490.83,0,9.16677
47.95,1490.83,0,9.16677
47.96,1490.83,0,9.16677
47.97,1490.83,0,9.16677
47.98,1490.83,0,9.16677
47.99,1490.83,0,9.16677
48,1490.83,0,9.16677
48.01,1490.83,0,9.16677
48.02,1490.83,0,9.16677
48.03,1490.83,0,9.16677
48.04,1490.83,0,9.16677
48.05,1490.83,0,9.16677
48.06,1490.83,0,9.16677
48.07,1490.83,0,9.16677
48.08,1490.83,0,9.16677
48.09,1490.83,0,9.16677
48.1,1490.83,0,9.16677
48.11,1490.83,0,9.16677
48.12,1490.83,0,9.16677
48.13,1490.83,0,9.16677
48.14,1490.83,0,9.16677
48.15,1490.83,0,9.16677
48.16,1490.83,0,9.16677
48.17,1490.83,0,9.16677
48.18,1490.83,0,9.16677
48.19,1490.83,0,9.16677
48.2,1490.83,0,9.16677
48.21,1490.83,0,9.16677
48.22,1490.83,0,9.16677
48.23,1490.83,0,9.16677
48.24,1490.83,0,9.16677
48.25,1490.83,0,9.16677
48.26,1490.83,0,9.16677
48.27,1490.83,0,9.16677
48.28,1490.83,0,9.16677
48.29,1490.83,0,9.16677
48.3,1490.83,0,9.16677
48.31,1490.83,0,9.16677
48.32,1490.83,0,9.16677
48.33,1490.83,0,9.16677
48.34,1490.83,0,9.16677
48.35,1490.83,0,9.16677
48.36,1490.83,0,9.16677
48.37,1490.83,0,9.16677
48.38,1490.83,0,9.16677
48.39,1490.83,0,9.16677
48.4,1490.83,0,9.16677
48.41,1490.83,0,9.16677
48.42,1490.83,0,9.16677
48.43,1490.83,0,9.16677
48.44,1490.83,0,9.16677
48.45,1490.83,0,9.16677
48.46,1490.83,0,9.16677
48.47,1490.83,0,9.16677
48.48,1490.83,0,9.16677
48.49,1490.83,0,9.16677
48.5,1490.83,0,9.16677
48.51,1490.83,0,9.16677
48.52,1490.83,0,9.16677
48.53,1490.83,0,9.16677
48.54,1490.83,0,9.16677
48.55,1490.83,0,9.16677
48.56,1490.83,0,9.16677
48.57,1490.83,0,9.16677
48.58,1490.83,0,9.16677
48.59,1490.83,0,9.16677
48.6,1490.83,0,9.16677
48.61,1490.83,0,9.16677
48.62,1490.83,0,9.16677
48.63,1490.83,0,9.16677
48.64,1490.83,0,9.16677
48.65,1490.83,0,9.16677
48.66,1490.83,0,9.16677
48.67,1490.83,0,9.16677
48.68,1490.83,0,9.16677
48.69,1490.83,0,9.16677
48.7,1490.83,0,9.16677
48.71,1490.83,0,9.16677
48.72,1490.83,0,9.16677
48.73,1490.83,0,9.16677
48.74,1490.83,0,9.16677
48.75,1490.83,0,9.16677
48.76,1490.83,0,9.16677
48.77,1490.83,0,9.16677
48.78,1490.83,0,9.16677
48.79,1490.83,0,9.16677
48.8,1490.83,0,9.16677
48.81,1490.83,0,9.16677
48.82,1490.83,0,9.16677
48.83,1490.83,0,9.16677
48.84,1490.83,0,9.16677
48.85,1490.83,0,9.16677
48.86,1490.83,0,9.16677
48.87,1490.83,0,9.16677
48.88,1490.83,0,9.16677
48.89,1490.83,0,9.16677
48.9,1490.83,0,9.16677
48.91,1490.83,0,9.16677
48.92,1490.83,0,9.16677
48.93,1490.83,0,9.16677
48.94,1490.83,0,9.16677
48.95,1490.83,0,9.16677
48.96,1490.83,0,9.16677
48.97,1490.83,0,9.16677
48.98,1490.83,0,9.16677
48.99,1490.83,0,9.16677
49,1490.83,0,9.16677
49.01,1490.83,0,9.16677
49.02,1490.83,0,9.16677
49.03,1490.83,0,9.16677
49.04,1490.83,0,9.16677
49.05,1490.83,0,9.16677
49.06,1490.83,0,9.16677
49.07,1490.83,0,9.16677
49.08,1490.83,0,9.16677
49.09,1490.83,0,9.16677
49.1,1490.83,0,9.16677
49.11,1490.83,0,9.16677
49.12,1490.83,0,9.16677
49.13,1490.83,0,9.16677
49.14,1490.83,0,9.16677
49.15,1490.83,0,9.16677
49.16,1490.83,0,9.16677
49.17,1490.83,0,9.16677
49.18,1490.83,0,9.16677
49.19,1490.83,0,9.16677
49.2,1490.83,0,9.16677
49.21,1490.83,0,9.16677
49.22,1490.83,0,9.16677
49.23,1490.83,0,9.16677
49.24,1490.83,0,9.16677
49.25,1490.83,0,9.16677
49.26,1490.83,0,9.16677
49.27,1490.83,0,9.16677
49.28,1490.83,0,9.16677
49.29,1490.83,0,9.16677
49.3,1490.83,0,9.16677
49.31,1490.83,0,9.16677
49.32,1490.83,0,9.16677
49.33,1490.83,0,9.16677
49.34,1490.83,0,9.16677
49.35,1490.83,0,9.16677
49.36,1490.83,0,9.16677
49.37,1490.83,0,9.16677
49.38,1490.83,0,9.16677
49.39,1490.83,0,9.16677
49.4,1490.83,0,9.16677
49.41,1490.83,0,9.16677
49.42,1490.83,0,9.16677
49.43,1490.83,0,9.16677
49.44,1490.83,0,9.16677
49.45,1490.83,0,9.16677
49.46,1490.83,0,9.16677
49.47,1490.83,0,9.16677
49.48,1490.83,0,9.16677
49.49,1490.83,0,9.16677
49.5,1490.83,0,9.16677
49.51,1490.83,0,9.16677
49.52,1490.83,0,9.16677
49.53,1490.83,0,9.16677
49.54,1490.83,0,9.16677
49.55,1490.83,0,9.16677
49.56,1490.83,0,9.16677
49.57,1490.83,0,9.16677
49.58,1490.83,0,9.16677
49.59,1490.83,0,9.16677
49.6,1490.83,0,9.16677
49.61,1490.83,0,9.16677
49.62,1490.83,0,9.16677
49.63,1490.83,0,9.16677
49.64,1490.83,0,9.16677
49.65,1490.83,0,9.16677
49.66,1490.83,0,9.16677
49.67,1490.83,0,9.16677
49.68,1490.83,0,9.16677
49.69,1490.83,0,9.16677
49.7,1490.83,0,9.16677
49.71,1490.83,0,9.16677
49.72,1490.83,0,9.16677
49.73,1490.83,0,9.16677
49.74,1490.83,0,9.16677
49.75,1490.83,0,9.16677
49.76,1490.83,0,9.16677
49.77,1490.83,0,9.16677
49.78,1490.83,0,9.16677
49.79,1490.83,0,9.16677
49.8,1490.83,0,9.16677
49.81,1490.83,0,9.16677
49.82,1490.83,0,9.16677
49.83,1490.83,0,9.16677
49.84,1490.83,0,9.16677
49.85,1490.83,0,9.16677
49.86,1490.83,0,9.16677
49.87,1490.83,0,9.16677
49.88,1490.83,0,9.16677
49.89,1490.83,0,9.16677
49.9,1490.83,0,9.16677
49.91,1490.83,0,9.16677
49.92,1490.83,0,9.16677
49.93,1490.83,0,9.16677
49.94,1490.83,0,9.16677
49.95,1490.83,0,9.16677
49.96,1490.83,0,9.16677
49.97,1490.83,0,9.16677
49.98,1490.83,0,9.16677
49.99,1490.83,0,9.16677
50,1490.83,0,9.16677
50.01,1490.83,0,9.16677
50.02,1490.83,0,9.16677
50.03,1490.83,0,9.16677
50.04,1490.83,0,9.16677
50.05,1490.83,0,9.16677
50.06,1490.83,0,9.16677
50.07,1490.83,0,9.16677
50.08,1490.83,0,9.16677
50.09,1490.83,0,9.16677
50.1,1490.83,0,9.16677
50.11,1490.83,0,9.16677
50.12,1490.83,0,9.16677
50.13,1490.83,0,9.16677
50.14,1490.83,0,9.16677
50.15,1490.83,0,9.16677
50.16,1490.83,0,9.16677
50.17,1490.83,0,9.16677
50.18,1490.83,0,9.16677
50.19,1490.83,0,9.16677
50.2,1490.83,0,9.16677
50.21,1490.83,0,9.16677
50.22,1490.83,0,9.16677
50.23,1490.83,0,9.16677
50.24,1490.83,0,9.16677
50.25,1490.83,0,9.16677
50.26,1490.83,0,9.16677
50.27,1490.83,0,9.16677
50.28,1490.83,0,9.16677
50.29,1490.83,0,9.16677
50.3,1490.83,0,9.16677
50.31,1490.83,0,9.16677
50.32,1490.83,0,9.16677
50.33,1490.83,0,9.16677
50.34,1490.83,0,9.16677
50.35,1490.83,0,9.16677
50.36,1490.83,0,9.16677
50.37,1490.83,0,9.16677
50.38,1490.83,0,9.16677
50.39,1490.83,0,9.16677
50.4,1490.83,0,9.16677
50.41,1490.83,0,9.16677
50.42,1490.83,0,9.16677
50.43,1490.83,0,9.16677
50.44,1490.83,0,9.16677
50.45,1490.83,0,9.16677
50.46,1490.83,0,9.16677
50.47,1490.83,0,9.16677
50.48,1490.83,0,9.16677
50.49,1490.83,0,9.16677
50.5,1490.83,0,9.16677
50.51,1490.83,0,9.16677
50.52,1490.83,0,9.16677
50.53,1490.83,0,9.16677
50.54,1490.83,0,9.16677
50.55,1490.83,0,9.16677
50.56,1490.83,0,9.16677
50.57,1490.83,0,9.16677
50.58,1490.83,0,9.16677
50.59,1490.83,0,9.16677
50.6,1490.83,0,9.16677
50.61,1490.83,0,9.16677
50.62,1490.83,0,9.16677
50.63,1490.83,0,9.16677
50.64,1490.83,0,9.16677
50.65,1490.83,0,9.16677
50.66,1490.83,0,9.16677
50.67,1490.83,0,9.16677
50.68,1490.83,0,9.16677
50.69,1490.83,0,9.16677
50.7,1490.83,0,9.16677
50.71,1490.83,0,9.16677
50.72,1490.83,0,9.16677
50.73,1490.83,0,9.16677
50.74,1490.83,0,9.16677
50.75,1490.83,0,9.16677
50.76,1490.83,0,9.16677
50.77,1490.83,0,9.16677
50.78,1490.83,0,9.16677
50.79,1490.83,0,9.16677
50.8,1490.83,0,9.16677
50.81,1490.83,0,9.16677
50.82,1490.83,0,9.16677
50.83,1490.83,0,9.16677
50.84,1490.83,0,9.16677
50.85,1490.83,0,9.16677
50.86,1490.83,0,9.16677
50.87,1490.83,0,9.16677
50.88,1490.83,0,9.16677
50.89,1490.83,0,9.16677
50.9,1490.83,0,9.16677
50.91,1490.83,0,9.16677
50.92,1490.83,0,9.16677
50.93,1490.83,0,9.16677
50.94,1490.83,0,9.16677
50.95,1490.83,0,9.16677
50.96,1490.83,0,9.16677
50.97,1490.83,0,9.16677
50.98,1490.83,0,9.16677
50.99,1490.83,0,9.16677
51,1490.83,0,9.16677
51.01,1490.83,0,9.16677
51.02,1490.83,0,9.16677
51.03,1490.83,0,9.16677
51.04,1490.83,0,9.16677
51.05,1490.83,0,9.16677
51.06,1490.83,0,9.16677
51.07,1490.83,0,9.16677
51.08,1490.83,0,9.16677
51.09,1490.83,0,9.16677
51.1,1490.83,0,9.16677
51.11,1490.83,0,9.16677
51.12,1490.83,0,9.16677
51.13,1490.83,0,9.16677
51.14,1490.83,0,9.16677
51.15,1490.83,0,9.16677
51.16,1490.83,0,9.16677
51.17,1490.83,0,9.16677
51.18,1490.83,0,9.16677
51.19,1490.83,0,9.16677
51.2,1490.83,0,9.16677
51.21,1490.83,0,9.16677
51.22,1490.83,0,9.16677
51.23,1490.83,0,9.16677
51.24,1490.83,0,9.16677
51.25,1490.83,0,9.16677
51.26,1490.83,0,9.16677
51.27,1490.83,0,9.16677
51.28,1490.83,0,9.16677
51.29,1490.83,0,9.16677
51.3,1490.83,0,9.16677
51.31,1490.83,0,9.16677
51.32,1490.83,0,9.16677
51.33,1490.83,0,9.16677
51.34,1490.83,0,9.16677
51.35,1490.83,0,9.16677
51.36,1490.83,0,9.16677
51.37,1490.83,0,9.16677
51.38,1490.83,0,9.16677
51.39,1490.83,0,9.16677
51.4,1490.83,0,9.16677
51.41,1490.83,0,9.16677
51.42,1490.83,0,9.16677
51.43,1490.83,0,9.16677
51.44,1490.83,0,9.16677
51.45,1490.83,0,9.16677
51.46,1490.83,0,9.16677
51.47,1490.83,0,9.16677
51.48,1490.83,0,9.16677
51.49,1490.83,0,9.16677
51.5,1490.83,0,9.16677
51.51,1490.83,0,9.16677
51.52,1490.83,0,9.16677
51.53,1490.83,0,9.16677
51.54,1490.83,0,9.16677
51.55,1490.83,0,9.16677
51.56,1490.83,0,9.16677
51.57,1490.83,0,9.16677
51.58,1490.83,0,9.16677
51.59,1490.83,0,9.16677
51.6,1490.83,0,9.16677
51.61,1490.83,0,9.16677
51.62,1490.83,0,9.16677
51.63,1490.83,0,9.16677
51.64,1490.83,0,9.16677
51.65,1490.83,0,9.16677
51.66,1490.83,0,9.16677
51.67,1490.83,0,9.16677
51.68,1490.83,0,9.16677
51.69,1490.83,0,9.16677
51.7,1490.83,0,9.16677
51.71,1490.83,0,9.16677
51.72,1490.83,0,9.16677
51.73,1490.83,0,9.16677
51.74,1490.83,0,9.16677
51.75,1490.83,0,9.16677
51.76,1490.83,0,9.16677
51.77,1490.83,0,9.16677
51.78,1490.83,0,9.16677
51.79,1490.83,0,9.16677
51.8,1490.83,0,9.16677
51.81,1490.83,0,9.16677
51.82,1490.83,0,9.16677
51.83,1490.83,0,9.16677
51.84,1490.83,0,9.16677
51.85,1490.83,0,9.16677
51.86,1490.83,0,9.16677
51.87,1490.83,0,9.16677
51.88,1490.83,0,9.16677
51.89,1490.83,0,9.16677
51.9,1490.83,0,9.16677
51.91,1490.83,0,9.16677
51.92,1490.83,0,9.16677
51.93,1490.83,0,9.16677
51.94,1490.83,0,9.16677
51.95,1490.83,0,9.16677
51.96,1490.83,0,9.16677
51.97,1490.83,0,9.16677
51.98,1490.83,0,9.16677
51.99,1490.83,0,9.16677
52,1490.83,0,9.16677
52.01,1490.83,0,9.16677
52.02,1490.83,0,9.16677
52.03,1490.83,0,9.16677
52.04,1490.83,0,9.16677
52.05,1490.83,0,9.16677
52.06,1490.83,0,9.16677
52.07,1490.83,0,9.16677
52.08,1490.83,0,9.16677
52.09,1490.83,0,9.16677
52.1,1490.83,0,9.16677
52.11,1490.83,0,9.16677
52.12,1490.83,0,9.16677
52.13,1490.83,0,9.16677
52.14,1490.83,0,9.16677
52.15,1490.83,0,9.16677
52.16,1490.83,0,9.16677
52.17,1490.83,0,9.16677
52.18,1490.83,0,9.16677
52.19,1490.83,0,9.16677
52.2,1490.83,0,9.16677
52.21,1490.83,0,9.16677
52.22,1490.83,0,9.16677
52.23,1490.83,0,9.16677
52.24,1490.83,0,9.16677
52.25,1490.83,0,9.16677
52.26,1490.83,0,9.16677
52.27,1490.83,0,9.16677
52.28,1490.83,0,9.16677
52.29,1490.83,0,9.16677
52.3,1490.83,0,9.16677
52.31,1490.83,0,9.16677
52.32,1490.83,0,9.16677
52.33,1490.83,0,9.16677
52.34,1490.83,0,9.16677
52.35,1490.83,0,9.16677
